icd_code,long_title
D89839,"Cytokine release syndrome, grade unspecified"
D8989,"Other specified disorders involving the immune mechanism, not elsewhere classified"
D899,"Disorder involving the immune mechanism, unspecified"
E00,Congenital iodine-deficiency syndrome
E000,"Congenital iodine-deficiency syndrome, neurological type"
E001,"Congenital iodine-deficiency syndrome, myxedematous type"
E002,"Congenital iodine-deficiency syndrome, mixed type"
E009,"Congenital iodine-deficiency syndrome, unspecified"
E01,Iodine-deficiency related thyroid disorders and allied conditions
E010,Iodine-deficiency related diffuse (endemic) goiter
E011,Iodine-deficiency related multinodular (endemic) goiter
E012,"Iodine-deficiency related (endemic) goiter, unspecified"
E018,Other iodine-deficiency related thyroid disorders and allied conditions
E02,Subclinical iodine-deficiency hypothyroidism
E03,Other hypothyroidism
E030,Congenital hypothyroidism with diffuse goiter
E031,Congenital hypothyroidism without goiter
E032,Hypothyroidism due to medicaments and other exogenous substances
E033,Postinfectious hypothyroidism
E034,Atrophy of thyroid (acquired)
E035,Myxedema coma
E038,Other specified hypothyroidism
E039,"Hypothyroidism, unspecified"
E04,Other nontoxic goiter
E040,Nontoxic diffuse goiter
E041,Nontoxic single thyroid nodule
E042,Nontoxic multinodular goiter
E048,Other specified nontoxic goiter
E049,"Nontoxic goiter, unspecified"
E05,Thyrotoxicosis [hyperthyroidism]
E050,Thyrotoxicosis with diffuse goiter
E0500,Thyrotoxicosis with diffuse goiter without thyrotoxic crisis or storm
E0501,Thyrotoxicosis with diffuse goiter with thyrotoxic crisis or storm
E051,Thyrotoxicosis with toxic single thyroid nodule
E0510,Thyrotoxicosis with toxic single thyroid nodule without thyrotoxic crisis or storm
E0511,Thyrotoxicosis with toxic single thyroid nodule with thyrotoxic crisis or storm
E052,Thyrotoxicosis with toxic multinodular goiter
E0520,Thyrotoxicosis with toxic multinodular goiter without thyrotoxic crisis or storm
E0521,Thyrotoxicosis with toxic multinodular goiter with thyrotoxic crisis or storm
E053,Thyrotoxicosis from ectopic thyroid tissue
E0530,Thyrotoxicosis from ectopic thyroid tissue without thyrotoxic crisis or storm
E0531,Thyrotoxicosis from ectopic thyroid tissue with thyrotoxic crisis or storm
E054,Thyrotoxicosis factitia
E0540,Thyrotoxicosis factitia without thyrotoxic crisis or storm
E0541,Thyrotoxicosis factitia with thyrotoxic crisis or storm
E058,Other thyrotoxicosis
E0580,Other thyrotoxicosis without thyrotoxic crisis or storm
E0581,Other thyrotoxicosis with thyrotoxic crisis or storm
E059,"Thyrotoxicosis, unspecified"
E0590,"Thyrotoxicosis, unspecified without thyrotoxic crisis or storm"
E0591,"Thyrotoxicosis, unspecified with thyrotoxic crisis or storm"
E06,Thyroiditis
E060,Acute thyroiditis
E061,Subacute thyroiditis
E062,Chronic thyroiditis with transient thyrotoxicosis
E063,Autoimmune thyroiditis
E064,Drug-induced thyroiditis
E065,Other chronic thyroiditis
E069,"Thyroiditis, unspecified"
E07,Other disorders of thyroid
E070,Hypersecretion of calcitonin
E071,Dyshormogenetic goiter
E078,Other specified disorders of thyroid
E0781,Sick-euthyroid syndrome
E0789,Other specified disorders of thyroid
E079,"Disorder of thyroid, unspecified"
E08,Diabetes mellitus due to underlying condition
E080,Diabetes mellitus due to underlying condition with hyperosmolarity
E0800,Diabetes mellitus due to underlying condition with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
E0801,Diabetes mellitus due to underlying condition with hyperosmolarity with coma
E081,Diabetes mellitus due to underlying condition with ketoacidosis
E0810,Diabetes mellitus due to underlying condition with ketoacidosis without coma
E0811,Diabetes mellitus due to underlying condition with ketoacidosis with coma
E082,Diabetes mellitus due to underlying condition with kidney complications
E0821,Diabetes mellitus due to underlying condition with diabetic nephropathy
E0822,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease
E0829,Diabetes mellitus due to underlying condition with other diabetic kidney complication
E083,Diabetes mellitus due to underlying condition with ophthalmic complications
E0831,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy
E08311,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema
E08319,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema
E0832,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy
E08321,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema
E083211,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, right eye"
E083212,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, left eye"
E083213,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
E083219,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E08329,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema
E083291,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, right eye"
E083292,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, left eye"
E083293,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, bilateral"
E083299,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E0833,Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy
E08331,Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema
E083311,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, right eye"
E083312,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, left eye"
E083313,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, bilateral"
E083319,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E08339,Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema
E083391,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, right eye"
E083392,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, left eye"
E083393,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, bilateral"
E083399,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E0834,Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy
E08341,Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema
E083411,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, right eye"
E083412,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, left eye"
E083413,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, bilateral"
E083419,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E08349,Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema
E083491,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, right eye"
E083492,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, left eye"
E083493,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, bilateral"
E083499,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E0835,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy
E08351,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema
E083511,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, right eye"
E083512,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, left eye"
E083513,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, bilateral"
E083519,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, unspecified eye"
E08352,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula
E083521,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye"
E083522,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye"
E083523,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral"
E083529,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye"
E08353,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula
E083531,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye"
E083532,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye"
E083533,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
E083539,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye"
E08354,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment
E083541,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
E083542,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
E083543,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
E083549,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
E08355,Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy
E083551,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, right eye"
E083552,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, left eye"
E083553,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, bilateral"
E083559,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, unspecified eye"
E08359,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema
E083591,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye"
E083592,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye"
E083593,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral"
E083599,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye"
E0836,Diabetes mellitus due to underlying condition with diabetic cataract
E0837,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment"
E0837X1,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye"
E0837X2,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye"
E0837X3,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, bilateral"
